soil_moisture,soil_temperature,air_temperature,air_humidity,wind_speed,wind_direction,irrigation_class,irrigation_label
50.2,27.8,28.5,38.2,17.7,356.7,1,LOW IRRIGATION
62.8,25.0,25.8,50.7,1.7,128.3,0,NO IRRIGATION
87.6,21.1,24.9,93.4,11.3,173.0,0,NO IRRIGATION
60.6,21.5,23.8,85.4,8.8,156.8,0,NO IRRIGATION
38.1,27.5,28.9,55.2,10.0,242.4,1,LOW IRRIGATION
46.9,27.4,30.0,50.0,22.2,306.7,1,LOW IRRIGATION
15.8,25.7,29.8,45.6,12.0,309.4,3,HIGH IRRIGATION
71.7,14.5,16.9,91.5,1.7,154.2,0,NO IRRIGATION
42.8,22.0,23.8,72.5,1.2,250.4,1,LOW IRRIGATION
31.6,36.1,38.5,34.3,35.0,299.9,2,MEDIUM IRRIGATION
38.6,21.4,24.9,41.9,6.0,55.9,1,LOW IRRIGATION
17.0,36.5,40.1,33.9,2.1,51.4,3,HIGH IRRIGATION
59.7,19.2,19.4,63.4,3.4,166.4,0,NO IRRIGATION
39.5,37.5,39.1,26.1,12.9,318.9,2,MEDIUM IRRIGATION
48.8,24.9,26.5,43.4,17.0,12.2,1,LOW IRRIGATION
67.9,23.6,26.5,52.1,8.3,327.7,0,NO IRRIGATION
54.3,28.4,28.5,50.1,2.9,107.3,0,NO IRRIGATION
41.4,16.2,17.7,83.2,5.6,25.7,1,LOW IRRIGATION
77.7,15.3,17.7,78.0,4.3,227.2,0,NO IRRIGATION
51.4,36.1,36.4,48.3,5.8,340.7,1,LOW IRRIGATION
44.6,18.0,19.0,38.8,7.1,177.0,1,LOW IRRIGATION
70.2,21.4,22.6,77.5,2.7,62.4,0,NO IRRIGATION
51.5,14.8,16.0,63.6,13.8,259.6,0,NO IRRIGATION
51.2,12.0,12.8,75.4,2.2,124.7,0,NO IRRIGATION
40.9,29.6,30.5,39.8,14.2,25.8,2,MEDIUM IRRIGATION
36.3,33.6,34.3,29.4,12.5,247.8,2,MEDIUM IRRIGATION
19.3,34.2,37.5,34.6,18.7,255.0,3,HIGH IRRIGATION
25.3,21.4,22.2,42.5,7.3,310.4,2,MEDIUM IRRIGATION
88.3,17.9,22.8,87.0,13.0,174.5,0,NO IRRIGATION
8.7,40.3,39.9,23.9,6.1,128.7,3,HIGH IRRIGATION
32.9,40.9,42.2,21.2,13.6,125.1,2,MEDIUM IRRIGATION
28.6,23.3,26.5,48.8,4.9,134.6,2,MEDIUM IRRIGATION
49.8,38.0,37.6,27.0,8.8,339.0,1,LOW IRRIGATION
62.4,28.9,30.7,45.9,4.4,14.7,0,NO IRRIGATION
70.6,19.9,20.4,79.4,15.5,158.9,0,NO IRRIGATION
39.4,18.0,19.0,38.0,9.5,62.9,1,LOW IRRIGATION
16.6,30.9,35.1,28.6,3.0,40.0,3,HIGH IRRIGATION
72.5,18.3,18.9,82.5,6.9,271.9,0,NO IRRIGATION
58.5,22.1,25.3,44.8,13.2,92.4,0,NO IRRIGATION
42.4,24.7,25.3,62.9,4.5,258.4,1,LOW IRRIGATION
62.6,22.6,25.5,85.2,12.8,333.1,0,NO IRRIGATION
8.5,43.4,43.0,16.9,31.3,317.4,3,HIGH IRRIGATION
38.9,38.2,39.0,27.9,6.7,314.2,2,MEDIUM IRRIGATION
32.7,30.8,38.3,23.0,18.8,22.3,2,MEDIUM IRRIGATION
36.6,25.1,26.5,50.5,2.3,92.6,1,LOW IRRIGATION
19.2,39.5,41.4,35.0,16.7,162.9,3,HIGH IRRIGATION
78.1,16.3,18.0,95.6,15.3,81.7,0,NO IRRIGATION
39.9,20.3,19.3,71.2,0.7,100.0,1,LOW IRRIGATION
27.2,35.6,39.8,26.0,14.3,52.9,2,MEDIUM IRRIGATION
65.1,22.9,23.7,56.2,11.0,345.1,0,NO IRRIGATION
88.7,20.7,24.4,88.0,6.2,36.3,0,NO IRRIGATION
21.7,36.1,34.0,21.5,14.7,207.7,3,HIGH IRRIGATION
68.7,24.9,26.5,83.7,6.8,131.2,0,NO IRRIGATION
62.8,17.1,20.8,81.0,7.1,306.5,0,NO IRRIGATION
39.9,32.5,34.9,22.6,6.8,52.1,2,MEDIUM IRRIGATION
9.9,34.1,34.0,19.0,23.0,23.7,3,HIGH IRRIGATION
26.1,41.9,39.6,12.9,10.7,203.0,3,HIGH IRRIGATION
51.3,24.7,28.3,63.0,7.3,321.4,1,LOW IRRIGATION
35.4,22.9,25.8,48.9,3.2,108.1,2,MEDIUM IRRIGATION
48.2,32.4,36.4,28.2,17.1,219.0,1,LOW IRRIGATION
51.1,25.9,28.2,49.3,3.1,13.3,0,NO IRRIGATION
60.9,22.5,24.6,76.9,10.9,237.4,0,NO IRRIGATION
53.4,26.5,27.6,55.5,22.0,298.2,1,LOW IRRIGATION
38.6,15.1,16.6,78.8,0.9,31.7,1,LOW IRRIGATION
42.5,23.8,25.5,52.9,9.6,314.9,1,LOW IRRIGATION
46.5,26.1,28.5,34.6,10.9,35.9,1,LOW IRRIGATION
60.0,18.3,18.4,78.2,11.0,66.3,0,NO IRRIGATION
64.7,16.5,18.7,67.7,2.0,137.1,0,NO IRRIGATION
76.3,17.3,18.4,72.6,3.6,305.3,0,NO IRRIGATION
31.7,37.9,35.5,19.8,6.0,312.6,2,MEDIUM IRRIGATION
32.1,26.9,29.7,30.9,5.0,187.8,2,MEDIUM IRRIGATION
33.0,34.8,37.3,28.7,3.7,47.9,2,MEDIUM IRRIGATION
68.0,18.8,18.5,74.8,1.3,271.8,0,NO IRRIGATION
36.8,19.8,20.6,89.1,2.0,185.8,1,LOW IRRIGATION
68.6,16.6,15.3,71.1,5.4,146.2,0,NO IRRIGATION
32.9,35.3,38.7,43.6,8.6,163.3,2,MEDIUM IRRIGATION
51.1,28.0,28.6,42.3,10.7,304.1,1,LOW IRRIGATION
48.2,30.8,34.9,42.1,2.0,92.5,1,LOW IRRIGATION
10.8,38.4,36.8,13.9,25.5,223.7,3,HIGH IRRIGATION
42.4,22.7,23.8,51.6,2.7,25.2,1,LOW IRRIGATION
74.7,19.8,23.2,77.1,15.8,194.5,0,NO IRRIGATION
45.6,33.1,35.0,30.1,13.0,137.4,1,LOW IRRIGATION
37.5,31.0,32.6,32.9,12.0,252.2,2,MEDIUM IRRIGATION
57.3,27.2,29.5,41.9,5.9,107.1,0,NO IRRIGATION
70.8,21.1,24.7,86.3,5.3,90.7,0,NO IRRIGATION
37.5,35.5,37.8,26.7,7.2,159.4,2,MEDIUM IRRIGATION
42.9,30.6,32.9,13.7,2.0,3.6,2,MEDIUM IRRIGATION
45.5,15.4,16.3,77.4,5.8,356.2,1,LOW IRRIGATION
29.5,36.7,38.1,15.0,17.5,185.9,3,HIGH IRRIGATION
22.9,31.6,29.2,27.7,8.1,148.3,3,HIGH IRRIGATION
79.6,24.9,26.7,90.2,14.1,343.4,0,NO IRRIGATION
68.3,21.8,23.4,87.8,3.5,105.5,0,NO IRRIGATION
16.8,46.0,47.4,21.4,18.2,90.6,3,HIGH IRRIGATION
86.9,17.3,21.8,93.6,4.8,84.4,0,NO IRRIGATION
24.6,30.6,32.4,30.1,4.4,77.2,3,HIGH IRRIGATION
52.8,26.8,27.9,62.5,4.4,264.3,0,NO IRRIGATION
37.1,33.5,34.1,44.0,2.4,113.4,2,MEDIUM IRRIGATION
38.6,34.4,37.5,33.9,4.6,193.2,2,MEDIUM IRRIGATION
37.4,35.0,35.1,23.6,12.4,49.6,2,MEDIUM IRRIGATION
53.7,20.3,20.7,79.2,0.5,252.6,0,NO IRRIGATION
86.7,23.1,24.2,88.3,14.8,54.9,0,NO IRRIGATION
47.1,41.3,42.1,29.7,3.6,63.0,1,LOW IRRIGATION
70.8,18.1,20.6,82.7,9.9,234.9,0,NO IRRIGATION
43.7,18.6,19.8,78.9,0.5,103.1,0,NO IRRIGATION
23.0,40.9,39.1,9.8,9.6,57.7,3,HIGH IRRIGATION
63.8,21.4,25.7,46.5,1.0,278.0,0,NO IRRIGATION
57.0,19.5,20.9,76.0,2.9,195.8,0,NO IRRIGATION
57.7,25.1,26.9,56.4,8.8,90.7,0,NO IRRIGATION
35.9,29.6,33.4,36.3,3.2,58.8,2,MEDIUM IRRIGATION
50.5,33.9,35.0,29.0,9.4,250.5,1,LOW IRRIGATION
58.4,23.3,26.1,48.7,4.5,156.4,0,NO IRRIGATION
13.5,32.1,34.6,28.4,11.0,217.6,3,HIGH IRRIGATION
69.6,18.0,17.9,77.8,1.4,8.2,0,NO IRRIGATION
64.9,18.3,17.3,74.8,1.1,115.6,0,NO IRRIGATION
36.7,26.5,27.7,23.7,17.2,21.0,2,MEDIUM IRRIGATION
13.2,25.8,27.2,40.5,5.6,305.7,3,HIGH IRRIGATION
12.9,36.7,38.5,29.5,11.5,255.6,3,HIGH IRRIGATION
19.5,32.7,34.2,40.6,17.9,79.3,3,HIGH IRRIGATION
31.6,39.9,40.9,23.6,15.4,97.0,3,HIGH IRRIGATION
63.7,23.3,26.4,90.5,24.9,67.6,0,NO IRRIGATION
39.6,42.3,42.7,17.4,13.4,243.0,2,MEDIUM IRRIGATION
25.9,24.7,27.1,33.1,10.7,182.8,3,HIGH IRRIGATION
71.4,12.6,14.2,83.0,1.6,315.0,0,NO IRRIGATION
63.2,20.6,21.5,80.1,7.1,138.0,0,NO IRRIGATION
61.3,25.5,27.5,68.9,1.0,0.5,0,NO IRRIGATION
24.2,30.7,34.2,27.7,14.0,293.5,3,HIGH IRRIGATION
56.7,16.8,16.5,67.1,1.4,130.6,0,NO IRRIGATION
46.3,14.0,15.5,78.7,2.1,269.5,1,LOW IRRIGATION
57.1,14.4,15.2,79.5,2.3,222.3,0,NO IRRIGATION
59.2,23.6,24.0,82.8,5.2,87.4,0,NO IRRIGATION
73.3,22.1,24.3,87.3,18.8,205.4,0,NO IRRIGATION
42.3,31.9,35.8,29.1,5.6,53.9,2,MEDIUM IRRIGATION
43.1,28.5,28.5,30.2,2.0,205.9,1,LOW IRRIGATION
63.9,15.0,15.4,84.3,1.2,73.5,0,NO IRRIGATION
14.4,42.1,43.3,21.2,6.0,243.3,3,HIGH IRRIGATION
24.9,29.3,28.7,31.5,8.3,249.9,3,HIGH IRRIGATION
47.8,32.6,33.7,29.8,12.0,205.8,1,LOW IRRIGATION
27.8,27.5,29.8,50.8,2.2,292.4,2,MEDIUM IRRIGATION
34.3,25.5,27.6,66.6,16.2,170.5,2,MEDIUM IRRIGATION
80.8,18.8,20.7,82.5,6.5,179.4,0,NO IRRIGATION
80.6,16.5,20.1,84.1,4.5,25.2,0,NO IRRIGATION
59.1,19.3,19.9,74.0,8.4,280.2,0,NO IRRIGATION
61.5,24.6,25.3,71.3,2.1,175.3,0,NO IRRIGATION
75.0,12.0,10.2,85.3,5.9,348.5,0,NO IRRIGATION
36.9,16.7,18.0,83.1,3.0,5.2,1,LOW IRRIGATION
54.8,23.2,23.4,52.4,7.4,4.6,0,NO IRRIGATION
74.0,17.8,17.0,90.5,5.6,217.4,0,NO IRRIGATION
37.4,15.3,16.6,84.4,4.9,30.1,1,LOW IRRIGATION
49.1,17.0,18.2,69.3,7.0,264.4,0,NO IRRIGATION
51.9,25.8,28.0,23.5,9.9,298.3,1,LOW IRRIGATION
39.1,29.5,32.0,63.2,5.4,290.5,1,LOW IRRIGATION
63.9,23.4,25.9,57.1,14.4,43.6,0,NO IRRIGATION
42.9,27.0,29.6,58.1,2.2,217.7,1,LOW IRRIGATION
61.8,22.9,22.5,48.5,6.3,175.7,0,NO IRRIGATION
88.9,23.8,24.9,96.0,5.5,188.0,0,NO IRRIGATION
26.2,31.2,33.3,27.0,5.3,139.6,3,HIGH IRRIGATION
64.2,25.9,26.9,50.7,5.0,224.5,0,NO IRRIGATION
62.5,24.9,27.9,61.7,6.8,125.8,0,NO IRRIGATION
77.1,22.7,26.6,82.8,11.3,158.3,0,NO IRRIGATION
15.2,27.5,27.8,41.3,10.5,143.4,3,HIGH IRRIGATION
24.8,35.5,36.9,21.0,32.1,198.4,3,HIGH IRRIGATION
34.1,23.8,25.9,46.9,6.8,160.7,2,MEDIUM IRRIGATION
27.1,39.4,40.6,16.5,16.3,59.9,3,HIGH IRRIGATION
84.1,23.8,26.4,90.0,11.9,311.0,0,NO IRRIGATION
17.6,37.9,40.5,19.8,13.6,270.4,3,HIGH IRRIGATION
39.2,35.5,38.1,31.6,10.8,212.2,2,MEDIUM IRRIGATION
33.8,36.8,36.1,10.5,12.2,203.6,2,MEDIUM IRRIGATION
86.0,19.0,21.5,76.0,3.6,51.1,0,NO IRRIGATION
61.6,28.6,32.0,51.0,4.9,112.0,0,NO IRRIGATION
8.5,34.5,35.5,14.2,6.0,170.7,3,HIGH IRRIGATION
75.7,18.9,22.0,85.8,1.1,328.1,0,NO IRRIGATION
85.0,23.3,23.1,90.8,3.8,117.9,0,NO IRRIGATION
11.6,38.6,39.1,25.7,18.7,290.9,3,HIGH IRRIGATION
44.5,23.9,23.7,49.0,1.0,42.2,1,LOW IRRIGATION
9.5,43.6,42.0,18.1,6.0,262.9,3,HIGH IRRIGATION
19.9,41.4,41.7,22.9,18.9,52.7,3,HIGH IRRIGATION
15.4,36.0,41.2,34.4,4.1,3.9,3,HIGH IRRIGATION
44.0,26.2,26.3,53.6,8.2,147.1,1,LOW IRRIGATION
64.1,23.4,25.1,82.8,3.5,109.6,0,NO IRRIGATION
23.0,32.1,32.7,28.3,15.2,169.0,3,HIGH IRRIGATION
60.1,24.9,26.7,52.6,4.0,48.4,0,NO IRRIGATION
25.3,35.2,39.1,17.3,26.4,310.3,3,HIGH IRRIGATION
58.4,16.4,18.7,97.1,17.3,129.0,0,NO IRRIGATION
56.8,15.1,15.8,73.1,2.8,84.7,0,NO IRRIGATION
28.0,39.0,38.4,18.4,20.0,151.2,3,HIGH IRRIGATION
35.3,45.9,41.1,11.0,19.8,246.7,2,MEDIUM IRRIGATION
57.2,27.6,30.1,58.2,8.7,209.8,0,NO IRRIGATION
34.0,34.2,34.0,22.8,7.4,63.3,2,MEDIUM IRRIGATION
74.8,20.4,24.0,96.0,1.9,141.9,0,NO IRRIGATION
41.2,26.6,27.9,54.9,6.0,323.3,1,LOW IRRIGATION
25.5,39.3,39.6,19.0,7.2,337.5,3,HIGH IRRIGATION
16.7,35.8,36.8,35.0,21.2,105.3,3,HIGH IRRIGATION
46.8,31.3,32.1,42.8,9.2,97.6,1,LOW IRRIGATION
43.4,23.5,25.6,56.9,8.8,0.2,1,LOW IRRIGATION
71.5,13.2,14.2,79.4,0.5,348.3,0,NO IRRIGATION
45.1,29.9,29.9,36.3,12.4,155.5,1,LOW IRRIGATION
23.4,27.5,29.4,16.5,18.5,20.5,3,HIGH IRRIGATION
41.7,22.1,23.3,52.2,1.0,182.2,1,LOW IRRIGATION
58.7,15.8,19.0,81.9,5.2,205.7,0,NO IRRIGATION
30.1,36.5,36.0,25.7,18.9,89.7,3,HIGH IRRIGATION
50.2,22.5,25.7,38.0,6.7,274.3,1,LOW IRRIGATION
30.4,38.5,38.2,30.7,7.2,239.4,2,MEDIUM IRRIGATION
61.1,19.6,22.3,82.8,2.5,151.8,0,NO IRRIGATION
22.3,35.9,34.0,11.9,20.4,45.0,3,HIGH IRRIGATION
12.8,38.9,36.7,8.0,12.0,141.0,3,HIGH IRRIGATION
64.9,17.1,18.7,75.0,3.0,20.1,0,NO IRRIGATION
39.8,40.3,41.1,22.0,6.5,335.7,2,MEDIUM IRRIGATION
67.4,14.1,15.0,80.7,4.7,16.0,0,NO IRRIGATION
28.1,26.6,29.9,46.2,2.9,297.9,2,MEDIUM IRRIGATION
85.8,15.9,18.2,87.4,19.4,69.3,0,NO IRRIGATION
38.0,28.0,29.6,53.0,22.0,205.8,2,MEDIUM IRRIGATION
46.9,28.0,29.1,38.7,14.2,138.1,1,LOW IRRIGATION
65.4,26.7,29.1,44.9,22.0,336.0,0,NO IRRIGATION
36.2,21.9,23.0,84.4,4.6,32.5,1,LOW IRRIGATION
42.0,16.0,17.8,73.9,6.2,129.4,1,LOW IRRIGATION
60.0,19.4,22.7,55.9,7.0,127.2,0,NO IRRIGATION
24.3,34.2,37.9,36.2,10.6,349.9,3,HIGH IRRIGATION
16.4,36.2,37.0,29.5,11.1,245.2,3,HIGH IRRIGATION
58.7,15.9,17.9,76.2,6.1,4.2,0,NO IRRIGATION
43.4,16.1,16.5,67.9,3.9,109.5,1,LOW IRRIGATION
33.6,35.8,38.2,21.5,11.7,36.8,2,MEDIUM IRRIGATION
56.6,29.7,31.1,42.6,5.5,138.0,0,NO IRRIGATION
27.4,43.0,43.0,17.1,23.0,97.9,3,HIGH IRRIGATION
54.6,15.7,19.6,76.5,0.5,103.7,0,NO IRRIGATION
27.0,34.1,35.1,36.0,8.1,261.0,2,MEDIUM IRRIGATION
51.4,26.3,28.3,23.3,6.2,279.1,1,LOW IRRIGATION
38.9,26.3,29.7,14.1,4.7,268.4,2,MEDIUM IRRIGATION
37.0,34.3,40.2,26.0,24.9,224.2,2,MEDIUM IRRIGATION
48.7,12.5,13.0,67.1,2.5,116.1,0,NO IRRIGATION
29.9,40.7,37.5,26.5,22.2,89.4,3,HIGH IRRIGATION
26.2,23.8,26.6,48.6,1.4,208.6,2,MEDIUM IRRIGATION
38.0,21.6,20.2,55.8,17.9,284.1,1,LOW IRRIGATION
30.7,28.5,27.7,30.0,11.1,206.4,2,MEDIUM IRRIGATION
65.3,24.8,26.4,52.2,11.7,84.8,0,NO IRRIGATION
66.4,21.1,24.1,85.5,8.6,136.8,0,NO IRRIGATION
28.1,43.7,42.0,27.0,12.4,122.3,3,HIGH IRRIGATION
82.9,17.0,17.6,84.6,7.6,187.8,0,NO IRRIGATION
40.8,14.1,16.7,83.4,9.1,8.7,1,LOW IRRIGATION
58.2,22.8,26.3,50.6,8.4,62.5,0,NO IRRIGATION
20.9,23.9,28.4,41.5,15.9,189.5,3,HIGH IRRIGATION
56.0,19.9,20.8,57.2,7.0,17.5,0,NO IRRIGATION
46.2,36.1,38.6,40.3,3.3,354.0,1,LOW IRRIGATION
59.9,14.8,15.4,72.0,0.7,231.3,0,NO IRRIGATION
58.3,19.5,21.1,56.5,5.5,244.1,0,NO IRRIGATION
39.6,22.5,23.1,54.1,15.5,82.0,1,LOW IRRIGATION
72.9,17.9,17.8,76.7,1.1,17.0,0,NO IRRIGATION
14.3,26.1,28.9,30.4,3.4,285.2,3,HIGH IRRIGATION
32.8,21.5,24.4,61.7,2.0,182.2,1,LOW IRRIGATION
17.1,30.4,33.3,44.0,10.2,348.2,3,HIGH IRRIGATION
77.9,16.1,17.6,93.6,3.7,252.1,0,NO IRRIGATION
56.9,18.0,19.0,51.0,11.8,132.1,0,NO IRRIGATION
19.3,26.3,29.5,38.8,2.6,344.3,2,MEDIUM IRRIGATION
21.3,38.8,40.6,17.0,18.1,349.1,3,HIGH IRRIGATION
35.8,23.0,25.7,65.8,4.4,17.9,1,LOW IRRIGATION
37.1,27.9,28.8,59.5,4.6,287.7,1,LOW IRRIGATION
46.4,28.6,30.9,49.4,3.9,329.0,1,LOW IRRIGATION
74.8,17.5,19.6,83.4,5.6,336.1,0,NO IRRIGATION
38.1,33.2,34.6,30.0,10.8,33.1,2,MEDIUM IRRIGATION
44.9,35.9,38.4,35.6,9.1,38.4,2,MEDIUM IRRIGATION
60.8,23.3,25.6,90.3,7.5,185.4,0,NO IRRIGATION
44.2,23.9,24.7,56.7,4.1,108.3,1,LOW IRRIGATION
14.7,40.7,38.5,28.3,12.4,76.5,3,HIGH IRRIGATION
33.0,38.9,38.8,20.0,15.6,257.8,2,MEDIUM IRRIGATION
30.4,25.1,26.5,63.0,8.2,260.5,2,MEDIUM IRRIGATION
64.1,17.9,18.7,69.1,8.2,222.6,0,NO IRRIGATION
75.6,18.7,22.2,76.7,3.1,298.2,0,NO IRRIGATION
33.1,29.9,36.5,31.7,22.7,184.0,3,HIGH IRRIGATION
41.6,28.3,30.6,31.6,4.2,97.1,1,LOW IRRIGATION
47.6,19.0,19.6,80.7,2.4,308.4,0,NO IRRIGATION
81.4,23.2,24.8,93.3,6.1,323.6,0,NO IRRIGATION
41.3,23.0,25.6,57.8,9.4,208.3,1,LOW IRRIGATION
24.5,34.7,38.9,32.1,15.9,142.3,3,HIGH IRRIGATION
73.8,24.7,28.9,85.3,24.6,258.4,0,NO IRRIGATION
78.5,21.5,24.9,85.5,4.6,44.7,0,NO IRRIGATION
28.1,27.1,28.6,61.5,3.7,84.9,2,MEDIUM IRRIGATION
62.1,27.9,26.8,62.5,5.1,302.8,0,NO IRRIGATION
66.4,24.2,23.4,47.3,6.3,67.4,0,NO IRRIGATION
28.4,31.7,35.7,31.3,2.0,312.8,3,HIGH IRRIGATION
65.1,19.9,20.2,86.5,1.7,122.7,0,NO IRRIGATION
44.6,32.3,33.4,37.5,15.5,137.5,2,MEDIUM IRRIGATION
30.5,25.3,29.5,25.6,11.4,102.7,3,HIGH IRRIGATION
27.0,40.9,38.8,17.5,9.5,114.3,2,MEDIUM IRRIGATION
24.9,36.3,37.1,18.8,11.6,166.7,3,HIGH IRRIGATION
20.7,35.7,35.4,30.4,5.6,194.9,3,HIGH IRRIGATION
85.4,17.3,17.3,83.6,18.8,355.6,0,NO IRRIGATION
65.7,23.9,26.6,88.0,5.8,22.4,0,NO IRRIGATION
21.3,28.0,29.1,38.3,5.4,298.4,2,MEDIUM IRRIGATION
32.3,28.2,30.7,24.5,17.1,197.2,2,MEDIUM IRRIGATION
69.4,12.0,10.0,77.9,2.3,89.1,0,NO IRRIGATION
30.1,34.8,41.7,32.8,8.1,66.4,2,MEDIUM IRRIGATION
27.9,26.2,27.5,25.7,12.2,192.5,2,MEDIUM IRRIGATION
75.1,16.3,16.7,87.9,1.1,279.0,0,NO IRRIGATION
46.7,32.7,31.9,16.5,3.4,158.0,1,LOW IRRIGATION
71.6,24.3,25.8,94.5,8.8,54.8,0,NO IRRIGATION
37.0,33.7,39.0,24.9,7.3,80.8,2,MEDIUM IRRIGATION
18.7,37.1,37.8,32.7,6.6,202.9,3,HIGH IRRIGATION
60.4,13.9,14.3,85.9,3.2,128.8,0,NO IRRIGATION
25.4,37.4,37.0,24.1,6.0,198.4,3,HIGH IRRIGATION
63.0,17.9,21.1,85.9,5.1,315.0,0,NO IRRIGATION
78.2,19.2,22.1,85.9,12.1,131.9,0,NO IRRIGATION
45.6,17.8,19.3,85.9,1.6,216.8,1,LOW IRRIGATION
22.4,36.8,38.0,9.0,10.8,269.5,3,HIGH IRRIGATION
15.0,39.6,39.9,11.6,6.0,316.5,3,HIGH IRRIGATION
27.9,32.6,33.6,38.2,6.9,69.2,2,MEDIUM IRRIGATION
54.0,24.6,27.5,54.5,7.4,80.3,0,NO IRRIGATION
49.7,24.0,26.0,53.0,12.8,187.6,1,LOW IRRIGATION
29.1,28.5,32.0,38.0,1.0,114.5,2,MEDIUM IRRIGATION
44.9,26.9,28.5,16.2,13.1,318.5,1,LOW IRRIGATION
36.0,33.6,35.4,23.5,6.0,61.4,2,MEDIUM IRRIGATION
43.6,15.8,17.0,79.0,0.7,245.9,1,LOW IRRIGATION
37.9,21.8,22.9,80.3,0.5,347.6,1,LOW IRRIGATION
31.4,28.2,29.1,43.3,16.9,12.6,2,MEDIUM IRRIGATION
11.4,40.5,40.9,22.2,14.1,340.0,3,HIGH IRRIGATION
59.9,20.2,20.9,91.7,4.4,53.4,0,NO IRRIGATION
29.5,27.2,28.5,15.6,6.6,86.1,2,MEDIUM IRRIGATION
32.3,44.3,43.6,19.6,15.2,65.6,3,HIGH IRRIGATION
23.9,31.3,33.1,28.4,30.1,121.7,3,HIGH IRRIGATION
14.3,38.8,38.6,24.2,20.2,197.8,3,HIGH IRRIGATION
34.0,30.0,32.0,42.4,7.1,318.2,2,MEDIUM IRRIGATION
47.8,29.6,30.0,37.7,4.6,303.9,1,LOW IRRIGATION
69.1,27.4,29.0,86.9,8.5,223.2,0,NO IRRIGATION
37.5,37.9,39.4,14.7,11.9,259.9,2,MEDIUM IRRIGATION
55.9,24.8,26.9,72.0,2.8,32.0,0,NO IRRIGATION
44.5,17.5,18.1,84.6,5.0,157.9,0,NO IRRIGATION
64.2,20.2,22.7,55.2,1.0,192.9,0,NO IRRIGATION
32.0,39.8,37.8,8.6,17.0,25.4,2,MEDIUM IRRIGATION
42.1,28.0,30.0,34.7,6.4,202.9,1,LOW IRRIGATION
73.4,14.5,15.6,72.7,3.0,0.0,0,NO IRRIGATION
28.4,38.4,37.0,27.4,16.1,156.4,3,HIGH IRRIGATION
80.0,19.4,20.8,83.0,3.8,167.5,0,NO IRRIGATION
88.8,21.4,23.7,78.1,14.7,339.3,0,NO IRRIGATION
57.3,25.9,29.0,51.5,4.8,169.5,0,NO IRRIGATION
11.4,46.0,46.9,18.7,12.8,171.4,3,HIGH IRRIGATION
71.0,14.6,15.7,72.7,5.0,28.3,0,NO IRRIGATION
68.2,12.0,11.9,69.7,4.9,5.0,0,NO IRRIGATION
14.7,24.9,26.0,28.0,9.8,20.5,3,HIGH IRRIGATION
74.8,18.9,21.2,78.7,1.1,81.3,0,NO IRRIGATION
24.1,37.8,36.8,14.2,10.0,16.2,3,HIGH IRRIGATION
15.3,31.8,32.2,21.9,14.8,192.8,3,HIGH IRRIGATION
67.8,25.0,26.3,77.4,4.3,38.6,0,NO IRRIGATION
24.2,27.2,32.3,32.0,11.5,141.2,3,HIGH IRRIGATION
79.3,21.8,23.5,82.6,11.3,292.0,0,NO IRRIGATION
89.4,24.6,28.7,86.4,8.7,104.4,0,NO IRRIGATION
34.9,26.1,28.5,53.8,10.7,117.5,2,MEDIUM IRRIGATION
52.1,22.0,24.0,76.6,8.6,127.7,0,NO IRRIGATION
66.7,22.6,24.1,88.5,12.3,349.2,0,NO IRRIGATION
12.2,38.5,38.7,18.2,12.8,66.2,3,HIGH IRRIGATION
70.7,15.0,16.1,88.2,7.7,7.4,0,NO IRRIGATION
56.4,16.0,18.4,81.8,3.3,41.5,0,NO IRRIGATION
63.1,16.7,18.3,80.7,4.5,235.4,0,NO IRRIGATION
49.1,31.8,33.2,29.5,5.8,155.5,1,LOW IRRIGATION
9.8,41.5,44.3,22.4,13.0,136.0,3,HIGH IRRIGATION
47.1,23.5,24.2,53.8,2.7,294.6,0,NO IRRIGATION
88.4,21.1,23.8,83.6,6.3,296.0,0,NO IRRIGATION
35.5,23.5,24.8,46.8,4.1,71.0,1,LOW IRRIGATION
64.7,25.2,25.5,50.9,4.0,328.0,0,NO IRRIGATION
66.9,23.7,24.8,53.1,13.2,341.6,0,NO IRRIGATION
31.9,37.8,35.8,20.1,19.2,85.6,3,HIGH IRRIGATION
79.0,22.2,25.0,84.4,1.5,79.7,0,NO IRRIGATION
41.9,31.0,31.7,17.5,4.1,271.3,2,MEDIUM IRRIGATION
39.8,35.4,35.6,14.7,9.3,208.9,2,MEDIUM IRRIGATION
34.5,21.9,22.0,47.9,13.8,352.5,2,MEDIUM IRRIGATION
25.3,30.6,32.8,18.6,8.5,104.1,3,HIGH IRRIGATION
34.2,35.8,38.1,38.4,27.0,38.1,3,HIGH IRRIGATION
67.4,18.0,20.7,42.7,2.1,66.1,0,NO IRRIGATION
55.2,21.4,22.6,49.0,1.6,182.9,0,NO IRRIGATION
84.5,23.8,24.6,85.1,4.3,50.5,0,NO IRRIGATION
73.5,19.9,19.7,84.4,5.9,309.4,0,NO IRRIGATION
21.7,29.5,31.0,34.0,9.3,164.8,3,HIGH IRRIGATION
32.8,34.1,36.8,43.5,5.5,81.5,2,MEDIUM IRRIGATION
43.2,27.1,29.3,56.8,1.3,96.8,1,LOW IRRIGATION
35.5,34.9,34.8,29.6,17.8,100.1,2,MEDIUM IRRIGATION
39.0,27.9,32.0,41.8,7.9,22.7,1,LOW IRRIGATION
